candidate_id,disposition,verification_status,category,game_id,move_number,played_san,best_san,concept_label,canonical_concept_id,caption,lesson,issues
ade400ff9ed2c2a4,eligible_positional,pass,take_available_piece,f7414dfc-5e41-40db-811f-dc3658a29571,57,Ke5,Rxa5,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Ke5 moves the king to e5 and leaves that capture unused. Rxa5 takes the pawn on a5 before moving elsewhere. Rxa5 changes the material on the board immediately; Ke5 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
d01278fcc81541d1,eligible_positional,pass,take_available_piece,a9f06367-e4de-4dde-b3b4-e637c4d54d22,16,Bg5,Bxd2,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Bg5 moves the bishop to g5 and leaves that capture unused. Bxd2 takes the knight on d2 before moving elsewhere. Bxd2 changes the material on the board immediately; Bg5 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
1284be9458349c18,eligible_positional,pass,active_endgame_king,a9f06367-e4de-4dde-b3b4-e637c4d54d22,28,a6,Ke6,Bring the king into the endgame,END_KING_ACTIVE,"a6 puts the pawn on a6 while the king stays farther away. Ke6 brings the king from f7 toward the centre on e6. Ke6 gives the king a direct route to the pawns; a6 spends the move elsewhere. With few pieces left, activate the king before making a move that can wait.","With few pieces left, activate the king before making a move that can wait.",
3f9115b8cfa64349,eligible_positional,pass,save_attacked_piece,802b941c-4779-4990-bc9c-cf02ce64634d,28,Ra8+,Bg6,Move the attacked piece to safety,TAC_HANGING_PIECE,"Ra8+ moves the rook to a8 instead of solving that loose piece. Bg6 moves the attacked bishop from h7 to g6, where it is not attacked. Bg6 removes the immediate target; Ra8+ leaves the attacked piece available. Before starting a new plan, find every attacked piece that has no defender.","Before starting a new plan, find every attacked piece that has no defender.",
1b61842269851b45,eligible_positional,pass,forcing_check_sequence,c52fc5a0-14c5-4538-8675-2296da41047b,29,Qe3+,Qe1+,Choose the check with a follow-up,TAC_CHECKS_CAPTURES_THREATS,"Qe3+ also checks from e3, but White answers Kd1, moving from c1 to d1. Qe1+ checks from e1; after Qd1, Qxd1+ takes the queen on d1. Qe1+ connects the check to a concrete capture; Qe3+ gives check without that same follow-up. Compare checks by what they force next; a check is useful when the follow-up wins something or improves the result.",Compare checks by what they force next; a check is useful when the follow-up wins something or improves the result.,
955de2c340879672,eligible_positional,pass,avoid_forcing_check,76f68e3f-3b76-4947-b959-eea305ecb504,34,h3,Kf1,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"h3 allows this concrete reply: Black answers Ba5+, checking the king from a5. Kf1 changes the move order; after it, Black answers Rc8, moving from a8 to c8. The check after h3 forces a response, while Kf1 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
701cd12e90cd5de6,eligible_positional,pass,advance_passed_pawn,748c7dde-151c-462e-9551-9af970acdf6d,49,Kg3,f3,Push the passed pawn with purpose,END_PASSED_PAWN,"Kg3 moves the king to g3 and leaves that pawn on f4. f3 advances the passed pawn to f3, one rank closer to promotion. f3 makes the opponent answer the passed pawn sooner; Kg3 gives it no progress. In an endgame, calculate whether a passed pawn can advance safely before making a side move.","In an endgame, calculate whether a passed pawn can advance safely before making a side move.",
d34cc66c157694fd,eligible_positional,pass,take_available_piece,e15039b4-6f96-4630-8657-6d6def6b5743,34,Bd5,Rdxd7,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Bd5 moves the bishop to d5 and leaves that capture unused. Rdxd7 takes the bishop on d7 before moving elsewhere. Rdxd7 changes the material on the board immediately; Bd5 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
1bfc9d17c2a88020,eligible_positional,pass,take_available_piece,13ad8b4a-ef0b-43d0-a62c-4c42c92b1512,47,Re1+,Kxg5,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Re1+ moves the rook to e1 and leaves that capture unused. Kxg5 takes the rook on g5 before moving elsewhere. Kxg5 changes the material on the board immediately; Re1+ does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
544d548182f16f7d,eligible_positional,pass,take_available_piece,a9f06367-e4de-4dde-b3b4-e637c4d54d22,17,Bf4,Bxd2,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Bf4 moves the bishop to f4 and leaves that capture unused. Bxd2 takes the knight on d2 before moving elsewhere. Bxd2 changes the material on the board immediately; Bf4 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
2daa5b6a273702fb,eligible_positional,pass,avoid_forcing_check,76f68e3f-3b76-4947-b959-eea305ecb504,35,g4,Re6+,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"g4 allows this concrete reply: Black answers Ba5+, checking the king from a5. Re6+ changes the move order; after it, Black answers Kf7, attacking the rook on e6. The check after g4 forces a response, while Re6+ avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
fc4efd2e6bf63790,eligible_positional,pass,avoid_forcing_check,a9f06367-e4de-4dde-b3b4-e637c4d54d22,27,Bh8,Rd8,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"Bh8 allows this concrete reply: White answers Nd6+, checking the king from d6. Rd8 changes the move order; after it, White answers Nxd4, taking the bishop on d4. The check after Bh8 forces a response, while Rd8 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
e38b440eca71ed75,already_decided,not_applicable,rook_file,d4781bb2-e09f-4861-aa0d-234aa4585be7,41,h5,Rf8,Put the rook where pawns do not block it,MID_ROOK_OPEN_FILE,"h5 moves the pawn to h5 instead of placing the rook on the f-file. Rf8 puts the rook on f8, on the open f-file. On f8 the rook has the file available; h5 leaves the rook out of that lane. When no tactic is urgent, look for an open or semi-open file for a rook.","When no tactic is urgent, look for an open or semi-open file for a rook.",
5c0571e7d4bef61f,eligible_positional,pass,avoid_reply_capture,38e54c48-202b-41fa-8599-9e7e53df4d0d,40,f3,Kd4,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"f3 allows this concrete reply: White answers gxf3+, taking the pawn on f3. Kd4 changes the position first; after it, White answers b5, attacking the pawn on a6. Only f3 gives the immediate capture on f3; Kd4 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
866d3714ef0d9636,eligible_positional,pass,avoid_forcing_check,6496587b-d3ab-449e-80d8-994cd1e019d0,36,Kc7,Ke7,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"Kc7 allows this concrete reply: White answers Rbc6+, checking the king from c6. Ke7 changes the move order; after it, White answers Ra6, attacking the queen on a7. The check after Kc7 forces a response, while Ke7 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
56108f921d8a5603,eligible_positional,pass,rook_file,448c16f4-85c5-4ee9-907e-947c0a5c9794,45,Ka5,Rf6,Put the rook where pawns do not block it,MID_ROOK_OPEN_FILE,"Ka5 moves the king to a5 instead of placing the rook on the f-file. Rf6 puts the rook on f6, on the open f-file. On f6 the rook has the file available; Ka5 leaves the rook out of that lane. When no tactic is urgent, look for an open or semi-open file for a rook.","When no tactic is urgent, look for an open or semi-open file for a rook.",
5e46e00f3a1c135a,eligible_positional,pass,take_available_piece,534a6483-db1b-41e7-a473-0a702eb97545,42,c6,Nxa3,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,c6 moves the pawn to c6 and leaves that capture unused. Nxa3 takes the pawn on a3 before moving elsewhere. Nxa3 changes the material on the board immediately; c6 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
b809b896fef651a7,eligible_positional,pass,take_available_piece,a9f06367-e4de-4dde-b3b4-e637c4d54d22,15,Rae8,Bxd2,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Rae8 moves the rook to e8 and leaves that capture unused. Bxd2 takes the knight on d2 before moving elsewhere. Bxd2 changes the material on the board immediately; Rae8 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
8a120a54a3555b92,eligible_positional,pass,rook_file,dfe99af2-e5f4-4bbc-9c52-fffd97082da3,23,Rh5,Rg5+,Put the rook where pawns do not block it,MID_ROOK_OPEN_FILE,"Rh5 moves the rook to h5 instead of placing the rook on the g-file. Rg5+ puts the rook on g5, on the semi-open g-file. On g5 the rook has the file available; Rh5 leaves the rook out of that lane. When no tactic is urgent, look for an open or semi-open file for a rook.","When no tactic is urgent, look for an open or semi-open file for a rook.",
680c5129741624be,eligible_positional,pass,avoid_reply_capture,448c16f4-85c5-4ee9-907e-947c0a5c9794,47,a4,Rh6,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"a4 allows this concrete reply: Black answers bxa4+, taking the pawn on a4. Rh6 changes the position first; after it, Black answers Rc4, attacking the pawn on g4. Only a4 gives the immediate capture on a4; Rh6 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
139b613f3ce3afcd,eligible_positional,pass,avoid_reply_capture,game_91f51964aaf3,57,Kg4,f3,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"Kg4 allows this concrete reply: White answers Rxh3, taking the rook on h3. f3 changes the position first; after it, White answers Ra7, and the continuation reaches f2. Only Kg4 gives the immediate capture on h3; f3 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
f2d93816bb523906,eligible_positional,pass,add_defender,d3069ed2-2563-4bbc-afac-a39f64db0742,23,Qh2,Qe5,Add a defender where it is needed,DEF_MOST_ATTACKED,"Qh2 moves the queen to h2 without adding that defender. Qe5 places the queen on e5, where it adds a defender to the bishop on f6. After Qe5, the bishop on f6 has more support; after Qh2, it does not. When one of your pieces is attacked, count its attackers and defenders before moving elsewhere.","When one of your pieces is attacked, count its attackers and defenders before moving elsewhere.",
678cf0d39e02e578,eligible_positional,pass,take_available_piece,909edd3b-90a8-41bc-80db-3592c6fa66e9,16,d4,Rxf6,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,d4 moves the pawn to d4 and leaves that capture unused. Rxf6 takes the bishop on f6 before moving elsewhere. Rxf6 changes the material on the board immediately; d4 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
45d1c47e14efd2af,eligible_positional,pass,take_available_piece,9b107003-1659-44e0-9941-b30a4a58c602,51,Kd7,axb4,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Kd7 moves the king to d7 and leaves that capture unused. axb4 takes the pawn on b4 before moving elsewhere. axb4 changes the material on the board immediately; Kd7 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
51cce1befeee9ff9,eligible_positional,pass,centralize_piece,game_88790ea14a6d,75,Be1,Bc5,Move the piece toward the centre,,"Be1 puts the bishop on e1 instead. Bc5 moves the bishop from b4 toward the centre on c5, where it reaches g1, f2, a3. The bishop has central work from c5; Be1 uses the move on e1. When moves are quiet, prefer the piece whose new square gives it more concrete jobs.","When moves are quiet, prefer the piece whose new square gives it more concrete jobs.",
adf384b53aaf6bd7,eligible_positional,pass,take_opposition,46c2da30-e546-41ec-a351-676db354be0f,64,c4,Kc4,Make the other king move first,END_OPPOSITION,"c4 moves the pawn to c4 without creating that king standoff. Kc4 places the king on c4, two squares from the enemy king on c2. After Kc4, the kings face each other with White to move; after c4, they do not. In king endgames, try to face the enemy king with one square between them and make it move first.","In king endgames, try to face the enemy king with one square between them and make it move first.",
d89592575f9a6da1,eligible_positional,pass,take_opposition,7dfa3fc2-eca0-4409-8f10-31f8e720787c,64,Kh7,Kf7,Make the other king move first,END_OPPOSITION,"Kh7 moves the king to h7 without creating that king standoff. Kf7 places the king on f7, two squares from the enemy king on f5. After Kf7, the kings face each other with White to move; after Kh7, they do not. In king endgames, try to face the enemy king with one square between them and make it move first.","In king endgames, try to face the enemy king with one square between them and make it move first.",
15f44ce006b0a89c,eligible_positional,pass,avoid_forcing_check,4136af90-9fa9-472a-b5de-e4aefc455b35,24,Rd1,R5d6,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"Rd1 allows this concrete reply: White answers Qb5+, checking the king from b5. R5d6 changes the move order; after it, White answers Qc3, attacking the pawn on e5. The check after Rd1 forces a response, while R5d6 avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
fef57212047763a7,eligible_positional,pass,rook_file,game_426f45aff6ca,26,Qa6,Rd8,Put the rook where pawns do not block it,MID_ROOK_OPEN_FILE,"Qa6 moves the queen to a6 instead of placing the rook on the d-file. Rd8 puts the rook on d8, on the semi-open d-file. On d8 the rook has the file available; Qa6 leaves the rook out of that lane. When no tactic is urgent, look for an open or semi-open file for a rook.","When no tactic is urgent, look for an open or semi-open file for a rook.",
04fd520fb10716f6,eligible_positional,pass,compare_replies,4495973f-406f-4c9d-aa47-e4f5681f3d42,65,Kg5,Kh7,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"Kg5 moves the king from g6 to g5; Black answers Rf6, attacking the pawn on f7. Kh7 moves the king from g6 to h7; Black answers Rf6, attacking the pawn on f7. After the same reply Rf6, Kg5 leads to f8=Q, while Kh7 leads to Kg7. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
e0b30305d0eaefd1,eligible_positional,pass,compare_replies,7dfa3fc2-eca0-4409-8f10-31f8e720787c,58,Kg6,Kg7,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"Kg6 moves the king from h7 to g6; White answers Kg4, and the continuation reaches Kh7. Kg7 moves the king from h7 to g7; White answers Ke3, and the continuation reaches Kg6. The concrete difference is the reply after Kg6 versus the reply after Kg7. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
9dd92e16078d9134,eligible_positional,pass,compare_replies,748c7dde-151c-462e-9551-9af970acdf6d,57,Qd4+,Qh4+,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"Qd4+ moves the queen from a4 to d4; White answers Ke7, and the continuation reaches Qb4+. Qh4+ moves the queen from a4 to h4; White answers Kc7, and the continuation reaches Qc4+. The concrete difference is the reply after Qd4+ versus the reply after Qh4+. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
7a5b128ccc8dd12c,eligible_positional,pass,take_available_piece,game_214f16ba655d,25,Re1,Rxc2,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Re1 moves the rook to e1 and leaves that capture unused. Rxc2 takes the rook on c2 before moving elsewhere. Rxc2 changes the material on the board immediately; Re1 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
c09389fbe16c88f3,eligible_positional,pass,compare_replies,d3cafda6-92bc-48bd-82ee-c2edf0531219,54,h6,Kh4,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"h6 moves the pawn from h7 to h6; White answers Rc8, and the continuation reaches Kf5. Kh4 moves the king from g5 to h4; White answers Kg7, attacking the pawn on g6. The concrete difference is the reply after h6 versus the reply after Kh4. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
839f06691bf48a48,eligible_positional,pass,take_available_piece,e15039b4-6f96-4630-8657-6d6def6b5743,17,Rf7,dxe5,Take the concrete gain first,TAC_CHECKS_CAPTURES_THREATS,Rf7 moves the rook to f7 and leaves that capture unused. dxe5 takes the pawn on e5 before moving elsewhere. dxe5 changes the material on the board immediately; Rf7 does not. Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,Check every safe capture before choosing a quiet move; a concrete capture can matter more than slow improvement.,
8a99efbbfecb62de,eligible_positional,pass,avoid_forcing_check,448c16f4-85c5-4ee9-907e-947c0a5c9794,42,b5,Ra7+,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"b5 allows this concrete reply: Black answers Re5+, checking the king from e5. Ra7+ changes the move order; after it, Black answers Kc8, and the continuation reaches Rg7. The check after b5 forces a response, while Ra7+ avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
f37c0ceba0074b62,eligible_positional,pass,create_concrete_threat,5cb6a8ac-0f94-4336-8a5c-212ae50b8c84,25,h3,c5,Make a threat with a target,TAC_CHECKS_CAPTURES_THREATS,"h3 puts the pawn on h3 without creating that attack. c5 puts the pawn on c5, attacking the bishop on d4. c5 gives the opponent a concrete piece to answer on d4; h3 does not. A useful improving move should attack, defend, or create a clear next threat.","A useful improving move should attack, defend, or create a clear next threat.",
8316f8fc1a82babe,eligible_positional,pass,compare_replies,game_426f45aff6ca,41,Qd7+,Bd8,Compare the reply before choosing,TAC_CHANGED_AFTER_MOVE,"Qd7+ moves the queen from e6 to d7; White answers Ka6, moving from b5 to a6. Bd8 moves the bishop from e7 to d8; White answers Kc5, and the continuation reaches Qe7+. The concrete difference is the reply after Qd7+ versus the reply after Bd8. Before choosing between quiet moves, calculate the opponent's strongest reply to each one.","Before choosing between quiet moves, calculate the opponent's strongest reply to each one.",
c2105293777e9b6f,eligible_positional,pass,king_approaches_pawn,5f7614b6-6b12-4611-9f82-3a9b0ea9a0e9,53,Kc5,Kb5,Bring the king toward the pawns,END_KING_ACTIVE,"Kc5 puts the king on c5 and leaves the king farther from that pawn. Kb5 moves the king to b5, one step closer to the pawn on a6. Kb5 shortens the king's route to a6; Kc5 does not. In a reduced position, move the king toward the pawn you need to win or stop.","In a reduced position, move the king toward the pawn you need to win or stop.",
530dcc58be1aec4c,eligible_positional,pass,forcing_check_sequence,3dac664d-3e16-45b9-a218-1555d9f6ebd3,27,Nf7+,Ng6+,Choose the check with a follow-up,TAC_CHECKS_CAPTURES_THREATS,"Nf7+ also checks from f7, but Black answers Kg8, attacking the knight on f7. Ng6+ checks from g6; after Kh7, Nxe7 takes the bishop on e7. Ng6+ connects the check to a concrete capture; Nf7+ gives check without that same follow-up. Compare checks by what they force next; a check is useful when the follow-up wins something or improves the result.",Compare checks by what they force next; a check is useful when the follow-up wins something or improves the result.,
0c80a7f0596c5b21,eligible_positional,pass,avoid_reply_capture,game_91f51964aaf3,55,a2,Ke2,Check what the reply can take,TAC_CHANGED_AFTER_MOVE,"a2 allows this concrete reply: White answers Rxa2+, taking the pawn on a2. Ke2 changes the position first; after it, White answers Kd4, and the continuation reaches f3. Only a2 gives the immediate capture on a2; Ke2 avoids that version. After choosing a move, scan every opponent capture before judging the move safe.","After choosing a move, scan every opponent capture before judging the move safe.",
e8c87778ffe54998,eligible_positional,pass,avoid_reply_attack,0c228eaf-4a22-4f39-a456-1a15312ff03e,57,Rd3,Ra6,Do not give the reply a target,TAC_CHANGED_AFTER_MOVE,"Rd3 allows this reply: White answers Kc4, attacking the rook on d3. Ra6 changes the setup; after it, White answers d5, and the continuation reaches Ke5. Only Rd3 lets the reply attack the piece on d3; Ra6 avoids that version. Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.","Before settling on a move, check whether the opponent's reply attacks a piece and forces you to respond.",
ac7ce0645f2488dd,eligible_positional,pass,avoid_forcing_check,448c16f4-85c5-4ee9-907e-947c0a5c9794,46,h4,Rb6+,Answer forcing moves before your plan,TAC_CHECKS_CAPTURES_THREATS,"h4 allows this concrete reply: Black answers b4+, checking the king from b4. Rb6+ changes the move order; after it, Black answers Kc7, attacking the rook on b6. The check after h4 forces a response, while Rb6+ avoids that immediate check. Before starting your plan, look for the opponent's checks and deal with the forcing one first.","Before starting your plan, look for the opponent's checks and deal with the forcing one first.",
